participant_id,trial_id,block_id,condition,size,target,click,time
1,1,1,CourbureTaille,16,5,5,2.9544079303741455
1,2,2,CourbureTaille,36,16,16,3.0732178688049316
1,3,3,Courbure,36,32,32,1.377089023590088
1,4,4,Courbure,25,17,17,1.0679049491882324
1,5,5,Taille,16,0,0,1.1707749366760254
1,6,6,Taille,25,6,6,1.137033224105835
1,7,7,Taille,36,7,7,1.0931639671325684
1,8,8,Courbure,16,14,14,1.4155900478363037
1,9,9,CourbureTaille,25,13,13,5.683804988861084
